time,odom_x,odom_y,odom_yaw,vel_linear,vel_angular,imu_ax,imu_ay,imu_az,imu_wx,imu_wy,imu_wz
46.6163,-0.073,0.2087,2.5046,0.15,0.0,0.3909,0.6213,10.5955,0.0383,-0.0777,-0.0181
46.6661,-0.0792,0.2133,2.5037,0.15,0.0,-1.0756,0.8062,9.2069,0.0319,-0.0138,-0.0085
46.7161,-0.0833,0.2163,2.5033,0.15,0.0,0.6889,0.4459,10.5273,0.016,-0.066,-0.0096
46.766,-0.0898,0.2212,2.5019,0.15,0.0,-1.1726,-0.0269,8.4408,-0.1043,-0.0223,0.0138
46.8161,-0.0999,0.2287,2.4995,0.0,0.0,0.4028,0.516,10.392,-0.0287,-0.0426,-0.0106
46.8661,-0.0999,0.2287,2.4995,0.0,0.0,-0.5213,0.0209,9.4768,-0.1022,-0.0436,0.0
46.9161,-0.1112,0.2371,2.4972,0.0,0.0,-1.3892,0.8661,9.3158,0.0596,-0.016,-0.0117
46.9662,-0.114,0.2392,2.497,0.0,0.0,-4.2096,0.4208,10.2867,0.0819,-0.0043,0.0043
47.0161,-0.1145,0.2397,2.4977,0.0,0.0,0.264,0.7248,9.824,0.0064,-0.0064,-0.0181
47.0661,-0.1147,0.2398,2.4975,0.0,0.0,-0.4082,0.3077,10.1466,-0.0085,0.0,0.0074
47.1161,-0.1148,0.2398,2.4975,0.0,0.0,0.4932,0.2699,9.9407,-0.0064,0.0,0.0
47.1661,-0.1148,0.2399,2.4974,0.0,0.0,0.0527,0.4088,10.2322,0.0298,0.0138,0.0
47.2161,-0.1148,0.2399,2.4974,0.0,0.0,0.182,0.4046,10.1586,0.0043,0.0064,0.0
47.2662,-0.1148,0.2399,2.4974,0.0,0.0,-0.0766,0.41,10.231,0.0,0.0053,0.0
47.8168,-0.1148,0.2399,2.4975,0.0,0.5,-0.0539,0.4238,10.1724,0.0064,0.0,0.0
47.8172,-0.1148,0.2399,2.4975,0.0,0.5,-0.0539,0.4238,10.1724,0.0064,0.0,0.0
47.8674,-0.1148,0.2399,2.4975,0.0,0.5,-0.0144,0.4292,10.1275,0.0053,0.0,0.0
47.9174,-0.1148,0.2399,2.4975,0.0,0.5,0.0078,0.3855,10.1239,0.0,0.0,0.0
47.9673,-0.115,0.24,2.5017,0.0,0.5,-0.4537,-0.5375,9.9449,-0.0266,0.0,0.0798
48.0173,-0.115,0.24,2.5017,0.0,0.5,0.0622,0.3974,10.1335,0.0,0.0245,0.2778
48.0673,-0.115,0.24,2.5275,0.0,0.5,0.0449,0.1359,9.9168,0.0,-0.0106,0.4097
48.1173,-0.115,0.24,2.5417,0.0,0.5,0.0497,0.2478,9.9808,-0.0074,-0.0074,0.4533
48.1673,-0.1149,0.24,2.5655,0.0,0.5,-0.1748,0.4274,9.9138,0.0,0.0362,0.4576
48.2175,-0.1149,0.24,2.6043,0.0,0.5,-0.1694,0.1664,10.2011,0.0,0.0351,0.464
48.2672,-0.1149,0.24,2.6043,0.0,0.5,-0.2364,0.1915,9.7025,0.0106,0.0,0.4778
48.3174,-0.115,0.24,2.6452,0.0,0.5,0.1718,0.34,10.486,-0.0074,0.0,0.4427
48.3674,-0.1149,0.2399,2.6603,0.0,0.5,0.0168,0.5644,10.1149,0.0064,0.0202,0.4299
48.4174,-0.115,0.24,2.6862,0.0,0.5,0.0305,0.3891,10.3771,0.0341,0.0,0.4236
48.4674,-0.115,0.24,2.701,0.0,0.5,0.0652,0.3956,10.1394,0.0,-0.0255,0.464
48.5175,-0.115,0.24,2.7336,0.0,0.5,0.1371,0.4178,9.9886,0.0,0.0117,0.4906
48.5674,-0.1149,0.24,2.7478,0.0,0.5,-0.404,0.3992,9.9377,-0.0085,0.0309,0.48
48.6174,-0.115,0.24,2.7785,0.0,0.5,-0.079,0.2436,10.0335,0.0064,-0.016,0.4629
48.6673,-0.115,0.24,2.7933,0.0,0.5,0.0688,0.5423,9.8396,-0.0117,-0.0085,0.4895
48.7174,-0.115,0.24,2.8299,0.0,0.5,0.1993,0.3597,10.1538,0.0,0.0266,0.4853
48.7674,-0.115,0.24,2.8465,0.0,0.5,-0.1915,0.3675,10.3884,0.0138,0.0383,0.4736
48.8174,-0.1151,0.24,2.88,0.0,0.5,0.1443,0.5345,9.9449,0.0,0.0,0.4714
48.8675,-0.1151,0.24,2.8951,0.0,0.5,0.0287,0.1879,10.0365,0.0,0.0053,0.4682
48.9173,-0.1151,0.24,2.9246,0.0,0.5,-0.0012,0.4495,10.0132,0.0106,0.0383,0.4885
48.9674,-0.1151,0.24,2.9414,0.0,0.5,0.1203,0.3723,10.234,0.016,0.0266,0.4863
49.0174,-0.1151,0.24,2.9742,0.0,0.5,0.3394,0.3968,10.2011,0.0053,-0.0106,0.4491
49.0673,-0.115,0.24,2.9891,0.0,0.5,0.2047,0.7284,10.2418,0.0096,0.0181,0.4863
49.1174,-0.115,0.24,3.0215,0.0,0.5,0.0814,0.6159,10.3669,0.016,0.0415,0.48
49.1675,-0.115,0.24,3.0359,0.0,0.5,-0.0174,0.6919,10.4214,0.0192,0.016,0.4831
49.2174,-0.1151,0.24,3.0639,0.0,0.5,0.0419,0.592,9.9467,0.0,0.0106,0.4853
49.2673,-0.115,0.24,3.1046,0.0,0.5,0.1496,0.0862,9.891,0.0064,0.0149,0.4736
49.3173,-0.115,0.24,3.1046,0.0,0.5,-0.0449,0.5243,10.313,0.0202,0.0404,0.4778
49.3673,-0.1149,0.24,-3.1357,0.0,0.5,0.2251,0.7368,10.1179,0.0192,-0.0053,0.4768
49.4172,-0.1149,0.24,-3.1217,0.0,0.5,0.1718,0.404,9.9575,0.0064,0.0,0.4682
49.4674,-0.1149,0.24,-3.0947,0.0,0.5,-0.1652,0.4363,10.2256,0.0085,0.0468,0.4746
49.5174,-0.115,0.24,-3.0784,0.0,0.5,-0.0359,0.492,10.4561,0.0277,0.0298,0.4714
49.5675,-0.115,0.24,-3.054,0.0,0.5,0.2125,0.3208,9.9784,0.0,0.0,0.4704
49.6173,-0.115,0.24,-3.011,0.0,0.5,0.0682,0.6632,9.7211,-0.0128,0.0234,0.4789
49.6672,-0.115,0.24,-3.011,0.0,0.5,0.2975,-0.0862,10.2125,-0.0064,0.0319,0.3193
49.7173,-0.115,0.24,-2.9787,0.0,0.5,-0.0916,-0.0772,10.2514,0.0085,0.0,0.4225
49.7674,-0.115,0.24,-2.9636,0.0,0.5,0.1772,0.4549,9.7121,-0.0106,-0.0106,0.4374
49.8174,-0.115,0.24,-2.9371,0.0,0.5,0.1095,0.6333,9.9922,0.017,0.0202,0.4651
49.8673,-0.115,0.24,-2.9208,0.0,0.5,0.0628,0.5088,10.091,0.0128,0.0521,0.447
49.9174,-0.115,0.24,-2.8966,0.0,0.5,0.0844,0.4764,9.9934,-0.0074,-0.0202,0.464
49.9675,-0.115,0.24,-2.8582,0.0,0.5,-0.0377,0.4902,9.9491,0.0074,0.0,0.4682
50.0174,-0.1151,0.24,-2.8416,0.0,0.5,0.0096,0.4639,10.1382,0.0,0.0309,0.4831
50.0674,-0.1152,0.24,-2.8159,0.0,0.5,-0.1808,0.4519,10.1652,0.0064,-0.0213,0.4608
50.1175,-0.1152,0.2399,-2.7999,0.0,0.5,0.1448,0.7961,9.9066,-0.0085,-0.0128,0.4842
50.1673,-0.1151,0.24,-2.7776,0.0,0.5,0.1125,0.325,9.9114,0.0,0.0245,0.4853
50.2174,-0.1152,0.2399,-2.7359,0.0,0.5,0.0898,0.5794,10.6763,0.0085,0.0213,0.4842
50.2674,-0.1152,0.2399,-2.7359,0.0,0.5,0.0162,0.5142,10.0784,0.0,-0.0202,0.4651
50.3175,-0.1152,0.2399,-2.6957,0.0,0.5,0.2945,0.6249,10.0239,-0.0053,0.0,0.4714
50.3674,-0.1152,0.2399,-2.6788,0.0,0.5,0.1161,0.4483,10.012,0.0,0.0213,0.4917
50.4175,-0.1152,0.2399,-2.6556,0.0,0.5,-0.1419,0.4794,10.4854,0.0128,0.0,0.4927
50.4674,-0.1152,0.2399,-2.6388,0.0,0.5,-0.0922,0.5225,10.1778,0.0053,-0.0234,0.4704
50.5174,-0.1152,0.2399,-2.6123,0.0,0.5,0.076,0.4914,9.8743,0.0,0.0138,0.4821
50.5675,-0.1152,0.24,-2.5702,0.0,0.5,-0.404,-0.0754,10.1951,0.0,0.0351,0.4885
50.6175,-0.1152,0.2399,-2.5533,0.0,0.5,0.0335,0.6985,10.1496,-0.0064,-0.0064,0.5002
50.6674,-0.1151,0.24,-2.5278,0.0,0.5,0.4627,0.5944,10.331,-0.0106,-0.0064,0.4874
50.7174,-0.1151,0.24,-2.5135,0.0,0.5,0.3328,0.8332,9.8869,0.0,0.0213,0.4714
50.7674,-0.1151,0.24,-2.4863,0.0,0.5,0.2514,0.5052,9.9593,0.0181,0.0192,0.4629
50.8173,-0.1151,0.24,-2.4478,0.0,0.5,-0.1215,0.4292,10.161,0.0074,0.0,0.4927
50.8674,-0.1151,0.24,-2.4478,0.0,0.5,0.267,0.6027,10.0934,0.0043,0.0,0.5012
50.9173,-0.115,0.2401,-2.4032,0.0,0.5,0.2089,0.6129,9.9563,-0.0192,0.0309,0.4885
50.9673,-0.115,0.2401,-2.3866,0.0,0.5,0.2017,0.5393,10.3513,0.0372,0.0,0.4757
51.0173,-0.115,0.2401,-2.3596,0.0,0.5,0.2017,0.4118,10.0443,0.0,-0.0043,0.4821
51.0674,-0.115,0.2401,-2.3429,0.0,0.5,0.2017,0.5806,9.9276,-0.0064,0.0064,0.4863
51.1175,-0.115,0.2401,-2.3135,0.0,0.5,0.0718,0.3017,10.3561,0.0096,0.0383,0.4831
51.1674,-0.115,0.2401,-2.2969,0.0,0.5,0.0694,0.7811,10.4387,0.0234,-0.0043,0.48
51.2173,-0.115,0.2401,-2.2713,0.0,0.5,0.1317,0.4723,10.0957,0.0,0.0,0.4842
51.2675,-0.115,0.2401,-2.2291,0.0,0.0,0.182,0.3328,10.0126,-0.0096,0.0053,0.4863
51.3174,-0.115,0.2401,-2.2291,0.0,0.0,0.1137,0.4878,10.3489,0.0255,0.0245,0.4682
51.3673,-0.115,0.2401,-2.1903,0.0,0.0,0.2412,0.5195,10.0736,0.0074,-0.0128,0.4736
51.4174,-0.115,0.2401,-2.1767,0.0,0.0,-0.0497,0.5908,9.9724,0.0,0.0,0.365
51.4675,-0.115,0.2401,-2.1698,0.0,0.0,0.1867,0.2957,10.1269,-0.0074,0.0,0.0064
51.5174,-0.115,0.2401,-2.1693,0.0,0.0,0.1712,0.4441,10.0503,0.0043,0.0,0.0
51.5674,-0.115,0.2401,-2.1692,0.0,0.0,0.1568,0.4519,10.164,0.0,0.0,0.0
51.6174,-0.115,0.2401,-2.1692,0.0,0.0,0.149,0.4417,10.1311,0.0,0.0,0.0
51.6674,-0.115,0.2401,-2.1692,0.0,0.0,0.1347,0.4627,10.1508,0.0,0.0,0.0
51.7173,-0.115,0.2401,-2.1693,0.0,0.0,0.1437,0.4328,10.1167,0.0053,0.0,0.0
52.2679,-0.115,0.2401,-2.1693,0.15,0.0,0.1562,0.4411,10.1035,0.0,0.0,0.0
52.2681,-0.115,0.2401,-2.1693,0.15,0.0,0.1562,0.4411,10.1035,0.0,0.0,0.0
52.3182,-0.115,0.2401,-2.169,0.15,0.0,0.1652,0.4268,10.1239,0.0,0.0,0.0
52.3682,-0.115,0.2401,-2.169,0.15,0.0,0.1538,0.4489,10.1532,0.0,0.0,0.0
52.4184,-0.1175,0.2364,-2.1666,0.15,0.0,1.2372,0.3974,10.0341,0.0,0.0553,0.1309
52.4682,-0.1201,0.2326,-2.1625,0.15,0.0,1.6011,0.088,9.5876,0.0,-0.0298,0.1447
52.5183,-0.1239,0.2269,-2.157,0.15,0.0,0.1359,0.1694,9.3386,-0.0149,0.0596,0.049
52.5683,-0.131,0.2162,-2.154,0.15,0.0,-0.1101,0.4417,12.4259,0.0287,0.0213,0.0277
52.6182,-0.131,0.2162,-2.154,0.15,0.0,-0.1053,0.1508,9.4876,-0.0202,0.0734,0.0149
52.6683,-0.1377,0.206,-2.1527,0.15,0.0,0.6422,-0.085,9.7809,-0.0245,-0.0117,0.0181
52.7182,-0.1405,0.2018,-2.1523,0.15,0.0,0.0898,0.331,10.0143,-0.0521,0.0724,0.0064
52.7683,-0.1447,0.1952,-2.152,0.15,0.0,0.4806,0.5573,10.006,0.0266,0.0394,0.0085
52.8182,-0.1519,0.1844,-2.1517,0.15,0.0,0.4357,0.486,12.8802,0.016,0.049,0.0
52.8682,-0.1519,0.1844,-2.1517,0.15,0.0,0.2795,0.1891,9.7276,0.0,0.0628,0.0043
52.9183,-0.1591,0.1734,-2.1521,0.15,0.0,0.3531,0.4208,12.4534,0.0564,0.0181,-0.0149
52.9684,-0.1591,0.1734,-2.1521,0.15,0.0,0.2029,0.1359,10.2256,0.0,0.0724,0.0298
53.0183,-0.166,0.1628,-2.1496,0.15,0.0,0.4387,0.0449,9.921,-0.0277,0.0298,0.0128
53.0684,-0.1688,0.1586,-2.1491,0.15,0.0,0.24,0.2209,11.728,0.0404,0.0351,-0.0074
53.1183,-0.1742,0.1503,-2.1484,0.15,0.0,0.6506,0.2741,10.477,-0.0245,0.0298,0.0319
53.1683,-0.177,0.1459,-2.1476,0.15,0.0,0.0652,0.2652,11.9818,0.0458,0.0298,0.0106
53.2184,-0.1814,0.1392,-2.1465,0.15,0.0,0.3472,0.337,10.7362,0.0,0.0649,0.0223
53.2684,-0.1842,0.1349,-2.1457,0.15,0.0,-0.7673,0.7057,9.2123,-0.0394,-0.0181,0.0255
53.3184,-0.1886,0.128,-2.144,0.15,0.0,-0.0263,0.5578,12.1721,0.067,0.0,0.0085
53.3683,-0.1954,0.1176,-2.1424,0.15,0.0,0.328,0.2346,10.0191,0.0074,-0.016,0.0223
53.4182,-0.1982,0.1133,-2.1416,0.15,0.0,0.2861,0.3837,12.0351,0.0798,-0.0319,0.0202
53.4683,-0.2027,0.1062,-2.1417,0.15,0.0,0.6285,0.4681,9.7695,-0.0713,0.0777,0.0
53.5184,-0.2055,0.1019,-2.142,0.15,0.0,0.0718,0.9373,11.8669,0.1224,-0.0362,-0.033
53.5685,-0.209,0.0963,-2.1421,0.15,0.0,0.1832,-0.0054,11.4329,-0.0128,0.0628,0.0064
53.6183,-0.2163,0.085,-2.1419,0.15,0.0,-0.4202,1.0391,10.6075,0.083,-0.0383,-0.0043
53.6683,-0.2163,0.085,-2.1419,0.15,0.0,0.2711,0.0832,12.63,0.0415,0.0234,0.0128
53.7184,-0.223,0.0746,-2.1402,0.15,0.0,0.477,0.1688,10.1388,0.0,0.0064,0.0309
53.7682,-0.2257,0.0703,-2.1395,0.15,0.0,-0.1981,0.7829,11.1366,0.0777,-0.033,0.0053
53.8183,-0.2299,0.0638,-2.1388,0.15,0.0,0.1299,0.2442,9.2153,0.0043,0.0628,0.0074
53.8683,-0.2327,0.0594,-2.1384,0.15,0.0,-0.844,0.6195,9.7229,0.0,-0.0149,0.0181
53.9183,-0.2369,0.0529,-2.1368,0.15,0.0,0.1431,0.1574,10.1508,-0.0138,0.0745,0.0149
53.9685,-0.2438,0.0419,-2.1349,0.15,0.0,0.3154,0.2652,10.1993,0.1234,-0.016,0.0181
54.0183,-0.2466,0.0375,-2.1343,0.15,0.0,0.3196,0.1885,10.1664,-0.0415,0.0681,0.0213
54.0683,-0.251,0.0305,-2.1334,0.15,0.0,0.68,0.2885,10.3974,0.067,-0.0064,0.0149
54.1183,-0.2538,0.0261,-2.1332,0.15,0.0,-0.8104,0.5459,10.6728,0.0841,-0.0532,0.0117
54.1683,-0.2575,0.0202,-2.1318,0.15,0.0,0.2532,-0.1867,9.891,-0.0202,0.0766,0.0181
54.2183,-0.2602,0.0159,-2.1312,0.15,0.0,-0.3136,0.6883,10.7733,0.1011,-0.0596,-0.0053
54.2684,-0.2648,0.0085,-2.1305,0.15,0.0,0.4782,0.0491,11.3503,0.0149,0.0532,0.0053
54.3183,-0.2716,-0.0023,-2.1294,0.15,0.0,-0.1796,-0.0862,9.3518,0.0447,-0.0426,0.0181
54.3685,-0.2743,-0.0066,-2.1286,0.15,0.0,0.4633,-0.1215,11.467,0.0245,0.0426,0.0213
54.4184,-0.2781,-0.0128,-2.1268,0.15,0.0,0.5183,0.3053,10.1951,0.0,0.0575,0.033
54.4684,-0.2807,-0.017,-2.1258,0.15,0.0,-0.2346,0.9481,10.9696,0.0564,-0.0245,0.0096
54.5183,-0.2849,-0.0238,-2.1248,0.15,0.0,0.6357,-0.07,10.8338,0.0074,0.0532,0.033
54.5683,-0.2911,-0.0338,-2.1223,0.15,0.0,0.4112,0.41,9.8126,-0.0053,0.0298,0.0287
54.6183,-0.2938,-0.0382,-2.121,0.15,0.0,0.4322,0.3903,9.8916,0.0,0.0702,0.0372
54.6683,-0.2981,-0.0451,-2.1197,0.15,0.0,0.2723,0.1245,9.0692,-0.0192,0.0053,0.0319
54.7184,-0.3007,-0.0494,-2.1185,0.15,0.0,0.4244,0.2658,12.487,0.0319,0.0298,0.017
54.7684,-0.305,-0.0564,-2.1167,0.15,0.0,0.6488,0.0844,10.3483,0.0617,0.0117,0.0436
54.8183,-0.3116,-0.0674,-2.1136,0.15,0.0,0.4818,0.5148,12.712,-0.0043,0.0117,0.0255
54.8684,-0.3116,-0.0674,-2.1136,0.15,0.0,0.1939,0.1227,9.7947,-0.0628,0.0851,0.0404
54.9182,-0.3181,-0.0782,-2.1113,0.15,0.0,0.3136,-0.1359,9.2853,0.0064,-0.0106,0.0234
54.9684,-0.3207,-0.0826,-2.1102,0.15,0.0,0.3573,0.1844,9.3248,-0.0394,0.0819,0.0362
55.0183,-0.3246,-0.0891,-2.1084,0.15,0.0,0.4914,-0.1065,9.9377,-0.0521,0.0372,0.0564
55.0684,-0.3272,-0.0935,-2.1072,0.15,0.0,0.264,-0.0826,11.3701,0.0266,0.0521,0.0255
55.1184,-0.3313,-0.1003,-2.1055,0.15,0.0,0.6883,0.2777,9.4643,0.0149,0.0585,0.0223
55.1684,-0.3376,-0.111,-2.1037,0.15,0.0,0.4782,0.486,10.0706,0.017,0.0287,0.016
55.2183,-0.3401,-0.1153,-2.1025,0.15,0.0,0.41,0.3795,9.9473,0.0341,0.0341,0.0394
55.2683,-0.3439,-0.1218,-2.1014,0.15,0.0,0.4465,0.4292,9.8168,0.0128,0.0,0.0192
55.3184,-0.3465,-0.1262,-2.1003,0.15,0.0,0.6075,0.4513,9.894,0.0096,0.0628,0.0362
55.3684,-0.3508,-0.1336,-2.0989,0.15,0.0,-0.3711,0.0551,9.2374,-0.0277,0.0362,0.0511
55.4183,-0.3572,-0.1446,-2.0972,0.15,0.0,0.513,0.5195,10.2508,0.0223,0.0596,0.0341
55.4682,-0.3598,-0.149,-2.0962,0.15,0.0,0.7512,0.1808,10.2813,0.0064,0.0436,0.0255
55.5183,-0.3646,-0.1573,-2.0968,0.15,0.0,0.6117,0.067,9.8252,0.066,0.0319,-0.0223
55.5683,-0.3672,-0.1617,-2.0974,0.15,0.0,-0.088,0.1508,10.6446,0.0,0.083,-0.0117
55.6183,-0.3723,-0.1705,-2.0993,0.15,0.0,-0.1568,0.3962,10.0137,-0.0202,-0.0436,-0.0085
55.6683,-0.3723,-0.1705,-2.0993,0.15,0.0,-0.3639,0.4076,9.6863,0.0692,0.0468,-0.0372
55.7182,-0.3795,-0.1828,-2.1011,0.15,0.0,-0.6722,0.5578,9.3122,-0.0085,-0.016,0.0
55.7689,-0.3821,-0.1872,-2.102,0.0,0.0,0.0186,0.7147,11.2605,0.1032,0.033,-0.0415
55.8182,-0.3858,-0.1936,-2.1019,0.0,0.0,0.2981,0.4435,11.7112,-0.0117,0.0277,-0.0149
55.8682,-0.3884,-0.198,-2.1036,0.0,0.0,0.6363,1.2558,10.9505,0.1064,0.0468,-0.0788
55.9182,-0.3905,-0.2014,-2.1053,0.0,0.0,0.5267,0.1335,9.836,-0.0245,-0.0149,0.0074
55.9682,-0.3905,-0.2016,-2.1064,0.0,0.0,0.2203,0.5674,10.1736,0.0,0.0117,0.0128
56.0182,-0.3906,-0.2018,-2.1063,0.0,0.0,0.1568,0.5321,10.1293,-0.0043,-0.0106,-0.0053
56.0682,-0.3906,-0.2018,-2.1062,0.0,0.0,-0.0742,0.4148,10.1915,0.016,0.0149,0.0
56.1182,-0.3906,-0.2018,-2.1061,0.0,0.0,0.1059,0.3909,10.1089,0.0053,0.0064,0.0
56.1682,-0.3907,-0.2018,-2.1061,0.0,0.0,-0.0503,0.41,10.3298,0.0064,0.0,0.0
56.2182,-0.3907,-0.2018,-2.1062,0.0,0.0,0.067,0.3855,10.1795,0.0,0.0,0.0
56.7688,-0.3907,-0.2018,-2.1061,0.0,0.5,0.1419,0.3567,10.1011,0.0,0.0,0.0
56.769,-0.3907,-0.2018,-2.1061,0.0,0.5,0.1419,0.3567,10.1011,0.0,0.0,0.0
56.8191,-0.3907,-0.2018,-2.1061,0.0,0.5,0.079,0.3921,10.17,0.0,0.0,0.0
56.8691,-0.3907,-0.2018,-2.1061,0.0,0.5,0.3675,0.5968,10.1514,0.0053,0.0,0.0
56.9191,-0.3908,-0.202,-2.0974,0.0,0.5,-0.6853,1.0421,10.3316,0.0266,0.0128,0.0404
56.9691,-0.3908,-0.202,-2.0974,0.0,0.5,0.343,0.5058,10.2436,0.0341,0.0394,0.2927
57.0191,-0.3907,-0.2019,-2.0681,0.0,0.5,0.0509,0.4872,10.0754,-0.0341,0.0,0.365
57.0691,-0.3908,-0.202,-2.0566,0.0,0.5,0.0383,0.322,10.0114,0.0202,-0.0043,0.3022
57.1191,-0.3908,-0.202,-2.0421,0.0,0.5,0.0736,0.419,9.9551,0.0298,0.0351,0.3246
57.1691,-0.3908,-0.2021,-2.0307,0.0,0.5,0.1137,0.3286,10.2388,0.0106,0.0383,0.3427
57.2191,-0.3908,-0.202,-2.0132,0.0,0.5,0.0563,0.2065,10.1921,-0.0074,0.0,0.3214
57.2691,-0.3908,-0.2021,-1.9859,0.0,0.5,0.1508,0.1293,10.1131,0.0181,0.0,0.3065
57.3191,-0.3908,-0.2021,-1.9859,0.0,0.5,0.0676,0.3909,9.8892,0.0213,0.0362,0.3342
57.3692,-0.3908,-0.202,-1.9591,0.0,0.5,0.0587,0.501,10.176,-0.0436,0.0053,0.3544
57.4192,-0.3908,-0.202,-1.9467,0.0,0.5,0.1592,0.4405,10.3843,-0.0085,0.0,0.3671
57.4692,-0.3908,-0.2021,-1.9281,0.0,0.5,0.1856,0.3831,10.1867,0.0372,0.0213,0.3235
57.5192,-0.3908,-0.202,-1.8978,0.0,0.5,0.1383,0.3519,10.1167,0.0192,0.033,0.331
57.5691,-0.3908,-0.202,-1.8978,0.0,0.5,0.17,0.7248,10.41,-0.0138,0.0,0.3459
57.6192,-0.3908,-0.202,-1.868,0.0,0.5,0.2316,0.7949,9.9635,0.017,0.0,0.3331
57.6692,-0.3908,-0.202,-1.8566,0.0,0.5,0.1754,0.2759,10.0688,0.0234,0.0138,0.3299
57.7192,-0.3908,-0.202,-1.8417,0.0,0.5,0.2089,0.2538,9.815,-0.0436,0.0,0.3533
57.7692,-0.3908,-0.2019,-1.8314,0.0,0.5,-0.0078,0.4992,10.2286,-0.0287,0.0,0.3427
57.8192,-0.3908,-0.2019,-1.8118,0.0,0.5,0.1203,0.5327,10.1903,0.0383,0.0106,0.331
57.8691,-0.3908,-0.2019,-1.7834,0.0,0.5,0.1209,0.3962,10.3124,0.0064,0.0234,0.3395
57.919,-0.3907,-0.2018,-1.7719,0.0,0.5,0.1658,0.3974,10.0832,-0.0447,0.0,0.3671
57.9692,-0.3907,-0.2018,-1.7525,0.0,0.5,0.0269,0.4058,9.9856,0.0138,0.0053,0.3576
58.0191,-0.3908,-0.2019,-1.7408,0.0,0.5,-0.1808,0.3442,9.845,0.0266,0.0202,0.365
58.0692,-0.3908,-0.2018,-1.7207,0.0,0.5,-0.161,0.2023,9.9952,-0.0351,0.0,0.3661
58.1191,-0.3907,-0.2018,-1.708,0.0,0.5,0.2837,0.6835,10.1448,-0.0245,0.0,0.3608
58.1691,-0.3908,-0.2018,-1.6903,0.0,0.5,0.1975,0.562,10.1005,0.0372,0.0,0.3139
58.2191,-0.3908,-0.2019,-1.6626,0.0,0.5,0.0359,0.2292,10.1885,-0.0064,0.0223,0.3246
58.2691,-0.3908,-0.2019,-1.6523,0.0,0.5,0.1245,0.6045,9.8803,-0.0564,0.0,0.3512
58.3192,-0.3908,-0.2018,-1.6325,0.0,0.5,0.0593,0.0389,10.0335,0.0117,0.0,0.3416
58.3692,-0.3908,-0.2019,-1.6216,0.0,0.5,0.0515,0.2179,10.1365,0.0319,0.0,0.3469
58.4192,-0.3908,-0.2019,-1.6049,0.0,0.5,0.0215,0.4603,10.4034,-0.0085,0.0053,0.3533
58.4691,-0.3908,-0.2019,-1.5732,0.0,0.5,0.1371,0.331,10.3154,-0.0245,0.0,0.3778
58.519,-0.3908,-0.2019,-1.5732,0.0,0.5,-0.0664,0.2484,10.0449,0.0181,0.0,0.364
58.5691,-0.3908,-0.202,-1.5425,0.0,0.5,0.1131,0.4741,10.0814,0.0192,0.0255,0.3427
58.6191,-0.3908,-0.202,-1.5306,0.0,0.5,-0.0257,0.3627,10.2813,-0.0043,0.0149,0.348
58.6691,-0.3908,-0.2019,-1.5115,0.0,0.5,0.1407,0.2005,10.3412,-0.0043,0.0,0.3799
58.7191,-0.3908,-0.202,-1.4789,0.0,0.5,-0.0688,0.1957,10.0323,0.0149,0.0,0.3533
58.7691,-0.3908,-0.202,-1.4789,0.0,0.5,-0.1682,0.3017,10.0778,0.0266,0.0394,0.3597
58.8191,-0.3908,-0.202,-1.4469,0.0,0.5,-0.0724,0.0018,10.3256,-0.0043,0.0064,0.365
58.8691,-0.3908,-0.202,-1.4469,0.0,0.5,0.1634,0.1472,10.0688,0.0064,0.0,0.381
58.9191,-0.3908,-0.202,-1.4163,0.0,0.5,0.0772,0.3172,10.0963,0.0266,0.017,0.3586
58.9691,-0.3908,-0.202,-1.404,0.0,0.5,0.0293,0.5543,10.1394,0.0255,0.0287,0.3416
59.0192,-0.3908,-0.2019,-1.3834,0.0,0.5,0.17,0.2981,10.2975,-0.0085,0.0,0.3661
59.0693,-0.3908,-0.2019,-1.371,0.0,0.5,-0.0042,-0.0611,10.0533,0.0,0.0,0.3533
59.1193,-0.3908,-0.2019,-1.3485,0.0,0.5,0.1012,0.2622,10.0509,0.0266,0.0298,0.3054
59.1692,-0.3908,-0.2019,-1.3375,0.0,0.5,0.2053,0.3932,10.137,-0.0096,0.0,0.3384
59.2192,-0.3908,-0.2018,-1.3097,0.0,0.5,0.2047,0.1113,10.1772,0.0043,-0.0043,0.4055
59.2692,-0.3908,-0.2017,-1.297,0.0,0.5,0.2251,0.3083,9.9988,0.0266,0.0043,0.3693
59.3192,-0.3908,-0.2018,-1.2765,0.0,0.5,0.1101,0.2963,10.2472,0.0149,0.0287,0.3703
59.3692,-0.3908,-0.2017,-1.2459,0.0,0.5,0.2412,0.5632,10.5794,0.0043,0.0202,0.3661
59.4192,-0.3908,-0.2017,-1.2334,0.0,0.5,-0.009,0.1873,10.1754,0.0,-0.0053,0.431
59.4692,-0.3908,-0.2018,-1.2102,0.0,0.5,0.0317,0.4339,10.0778,0.0213,0.0181,0.3948
59.5193,-0.3908,-0.2017,-1.1964,0.0,0.5,0.1209,0.4956,10.2526,0.0064,0.0277,0.4097
59.5694,-0.3908,-0.2017,-1.177,0.0,0.5,0.1299,0.1137,10.1957,0.0,0.0,0.4757
59.6193,-0.3908,-0.2018,-1.1411,0.0,0.5,0.0305,0.4507,10.0102,0.0074,0.0,0.4565
59.6692,-0.3908,-0.2018,-1.1411,0.0,0.5,0.0934,0.2735,9.9455,0.017,0.0223,0.4768
