time,odom_x,odom_y,odom_yaw,vel_linear,vel_angular,imu_ax,imu_ay,imu_az,imu_wx,imu_wy,imu_wz
59.7192,-0.3908,-0.2018,-1.1007,0.0,0.5,0.0431,0.2981,10.1209,-0.0266,0.0053,0.4778
59.7692,-0.3908,-0.2018,-1.0846,0.0,0.5,-0.088,0.4836,10.6464,-0.0106,0.0,0.4725
59.8191,-0.3907,-0.2019,-1.0543,0.0,0.5,0.2364,0.4292,10.1688,0.0149,0.0117,0.4938
59.8691,-0.3907,-0.2019,-1.0376,0.0,0.5,-0.3813,-0.1131,10.0359,0.0213,0.0372,0.498
59.9191,-0.3907,-0.2019,-1.0042,0.0,0.5,0.0305,0.1383,9.7624,-0.0192,0.0192,0.4682
59.9691,-0.3907,-0.202,-0.9885,0.0,0.5,0.0826,0.0575,10.0562,-0.0043,0.0064,0.4385
60.0191,-0.3906,-0.202,-0.9588,0.0,0.5,-0.0611,0.2933,10.2855,0.0245,0.0223,0.4874
60.0691,-0.3906,-0.2021,-0.9421,0.0,0.5,-0.0341,0.653,10.0712,0.0,0.0202,0.497
60.119,-0.3907,-0.202,-0.9128,0.0,0.5,0.0892,0.0718,10.2723,-0.0298,0.0309,0.4587
60.1691,-0.3906,-0.202,-0.8984,0.0,0.5,-0.1065,-0.0138,10.1119,0.0106,-0.0117,0.4544
60.219,-0.3906,-0.2021,-0.8725,0.0,0.5,-0.0682,0.2867,9.8108,0.0,0.0149,0.5076
60.269,-0.3907,-0.202,-0.8305,0.0,0.5,0.501,0.6069,10.3747,0.0277,0.016,0.481
60.319,-0.3907,-0.202,-0.8305,0.0,0.5,0.0868,0.3549,10.419,0.0043,0.0,0.4299
60.369,-0.3906,-0.202,-0.7893,0.0,0.5,-0.1095,0.5435,9.8061,0.0096,0.0043,0.48
60.419,-0.3906,-0.2021,-0.7726,0.0,0.5,0.1538,0.6003,10.2538,0.0468,0.0138,0.4906
60.4691,-0.3907,-0.202,-0.747,0.0,0.5,0.2747,0.5423,10.0323,-0.0383,0.0277,0.4448
60.5191,-0.3907,-0.202,-0.7329,0.0,0.5,-0.3729,0.3891,10.17,-0.0192,0.0255,0.4395
60.5691,-0.3907,-0.202,-0.7082,0.0,0.5,0.2502,0.4986,10.1179,0.0319,0.0053,0.4768
60.6191,-0.3908,-0.2019,-0.6607,0.0,0.5,0.0395,0.2191,10.4202,0.0181,0.0341,0.4746
60.6692,-0.3908,-0.2019,-0.6607,0.0,0.5,-0.0682,0.4788,10.2214,-0.0043,0.0138,0.48
60.7191,-0.3907,-0.202,-0.6443,0.0,0.5,0.1478,0.1951,9.9443,0.017,-0.0149,0.4714
60.7692,-0.3907,-0.202,-0.6111,0.0,0.5,0.1742,0.2358,10.4914,0.0223,0.0255,0.4651
60.8192,-0.3908,-0.2019,-0.5946,0.0,0.5,-0.3142,0.4226,10.2274,-0.0138,0.0298,0.5055
60.8692,-0.3909,-0.2019,-0.5611,0.0,0.5,0.1616,0.1047,9.9575,0.0117,-0.017,0.4768
60.9192,-0.3908,-0.2019,-0.5447,0.0,0.0,0.1131,0.4956,9.9443,0.0255,0.0,0.4959
60.969,-0.3908,-0.2019,-0.5096,0.0,0.0,0.079,0.3531,10.4052,0.0064,0.0192,0.4831
61.0191,-0.3908,-0.2019,-0.4926,0.0,0.0,0.1323,0.2933,10.1347,-0.0341,0.0202,0.4629
61.0692,-0.3908,-0.2019,-0.465,0.0,0.0,-0.2424,0.4675,9.9198,0.0106,-0.0064,0.3416
61.1193,-0.3908,-0.2019,-0.4461,0.0,0.0,0.2125,0.6057,10.0137,0.0277,-0.0149,0.1043
61.1692,-0.3908,-0.2019,-0.4461,0.0,0.0,0.0443,0.2705,10.0102,-0.0064,0.0096,0.0
61.2192,-0.3908,-0.2019,-0.4454,0.0,0.0,0.2137,0.4286,10.1694,0.0106,-0.0043,-0.0053
61.2692,-0.3908,-0.2019,-0.4454,0.0,0.0,0.0335,0.3412,10.0874,0.0,0.0053,0.0
61.3191,-0.3908,-0.2019,-0.4454,0.0,0.0,0.0581,0.3029,10.1831,0.0,0.0,0.0
61.3691,-0.3908,-0.2019,-0.4454,0.0,0.0,0.0515,0.2933,10.1263,0.0,0.0,0.0
63.9248,-0.3908,-0.2019,-0.4453,0.0,-1.25,0.0706,0.3053,10.1203,0.0,0.0,0.0
63.925,-0.3908,-0.2019,-0.4453,0.0,-1.25,0.0706,0.3053,10.1203,0.0,0.0,0.0
63.9752,-0.3908,-0.2019,-0.4454,0.0,-1.25,0.0646,0.3519,10.1071,0.0053,0.0,0.0
64.0252,-0.3908,-0.2019,-0.4454,0.0,-1.25,0.0832,0.3226,10.1466,0.0043,0.0,0.0
64.0751,-0.3907,-0.2019,-0.454,0.0,-1.25,-0.5321,1.2079,10.1257,0.0341,-0.0192,-0.6279
64.1252,-0.3909,-0.2019,-0.4723,0.0,-1.25,0.3334,1.1815,9.5924,0.0202,-0.0681,-0.8173
64.1752,-0.3909,-0.2019,-0.518,0.0,-1.25,0.9493,0.0958,10.9427,0.0341,-0.0702,-1.0248
64.2251,-0.3909,-0.2019,-0.6047,0.0,-1.25,-0.4603,0.574,8.6826,-0.0341,-0.0511,-1.0227
64.2751,-0.3909,-0.2018,-0.6356,0.0,-1.25,-0.9535,0.4561,8.4246,-0.0756,-0.0436,-1.0397
64.3251,-0.3909,-0.2019,-0.6973,0.0,-1.25,-0.4238,0.4956,8.7245,-0.0617,-0.0383,-1.1078
64.3751,-0.3909,-0.2019,-0.7321,0.0,-1.25,-0.0587,0.2622,10.7554,0.0,0.0223,-1.0674
64.4251,-0.3907,-0.202,-0.791,0.0,-1.25,0.1903,0.2508,11.2007,-0.0117,0.0128,-1.0695
64.4751,-0.3907,-0.202,-0.8804,0.0,-1.25,-0.2412,0.5962,9.2356,0.0404,-0.0266,-1.1078
64.5251,-0.3908,-0.2019,-0.9192,0.0,-1.25,-0.3741,0.246,9.2356,0.049,-0.0458,-1.1344
64.5752,-0.3908,-0.2019,-0.9747,0.0,-1.25,-0.3214,-0.0485,10.3489,-0.0617,0.0287,-1.1249
64.6253,-0.3908,-0.2019,-1.0136,0.0,-1.25,0.993,0.972,11.4521,-0.0468,-0.0979,-1.1759
64.6752,-0.3908,-0.2019,-1.0768,0.0,-1.25,0.0317,0.5997,11.5999,0.0479,-0.0266,-1.1887
64.7251,-0.3908,-0.2019,-1.1742,0.0,-1.25,-1.3228,-0.2131,8.3408,-0.0649,-0.0564,-1.1706
64.7752,-0.3908,-0.2019,-1.1742,0.0,-1.25,0.2328,0.8565,8.8137,-0.0532,-0.0798,-1.1983
64.8252,-0.3908,-0.2019,-1.2727,0.0,-1.25,-0.6901,0.3262,9.5271,-0.0341,-0.0415,-1.1908
64.8752,-0.3908,-0.2019,-1.3107,0.0,-1.25,-0.8912,0.1143,9.6714,0.0,0.0255,-1.1515
64.9253,-0.3908,-0.202,-1.3742,0.0,0.0,0.2957,0.3843,10.2795,-0.0287,-0.0245,-1.2057
64.9751,-0.3908,-0.2021,-1.4758,0.0,0.0,-0.5746,-0.1125,10.2131,0.0192,-0.0202,-1.2174
65.0252,-0.3908,-0.2021,-1.4758,0.0,0.0,-0.4627,-0.2646,10.9457,0.0192,-0.016,-1.2004
65.0752,-0.3908,-0.2022,-1.5665,0.0,0.0,0.3214,-0.5656,10.5285,0.0543,-0.0319,-0.9184
65.1252,-0.3908,-0.202,-1.5729,0.0,0.0,0.2987,0.762,10.82,0.0713,0.0,-0.0309
65.1753,-0.3908,-0.2021,-1.573,0.0,0.0,0.0676,0.3196,10.1065,-0.0149,-0.0053,0.0
65.2252,-0.3908,-0.2022,-1.5731,0.0,0.0,0.1275,0.1826,10.1047,-0.0053,0.0,0.0
65.2752,-0.3908,-0.2021,-1.5731,0.0,0.0,0.1808,0.3657,10.149,0.0,0.0,0.0
65.3252,-0.3908,-0.2021,-1.573,0.0,0.0,0.0982,0.2711,10.1628,0.0053,0.0,0.0
65.3752,-0.3908,-0.2021,-1.5731,0.0,0.0,0.1353,0.3454,10.1083,0.0053,0.0,0.0
65.7256,-0.3908,-0.2021,-1.5731,0.15,0.0,0.097,0.3262,10.1335,0.0,0.0,0.0
65.7259,-0.3908,-0.2021,-1.5731,0.15,0.0,0.097,0.3262,10.1335,0.0,0.0,0.0
65.776,-0.3908,-0.2021,-1.5731,0.15,0.0,0.1239,0.3472,10.1161,0.0043,0.0,0.0
65.8261,-0.3908,-0.2021,-1.5731,0.15,0.0,0.103,0.3346,10.1382,0.0043,0.0,0.0
65.876,-0.3908,-0.2076,-1.5797,0.15,0.0,1.1929,1.0343,8.8544,0.0298,-0.0511,-0.2884
65.9261,-0.3909,-0.2123,-1.5872,0.15,0.0,0.9547,0.6099,9.6002,0.0,-0.0234,-0.2629
65.976,-0.3911,-0.2224,-1.6049,0.15,0.0,0.3364,1.1498,9.1752,-0.017,0.016,-0.2214
66.0261,-0.3913,-0.2274,-1.6102,0.15,0.0,0.6985,0.7362,9.6696,0.0905,-0.0415,-0.2128
66.076,-0.3917,-0.2361,-1.6145,0.15,0.0,-1.0684,-0.6913,9.4242,-0.1128,0.0,-0.0447
66.1259,-0.3919,-0.2412,-1.6175,0.15,0.0,0.7159,0.5824,10.0413,-0.0511,0.0,-0.1362
66.1759,-0.3922,-0.2483,-1.6229,0.15,0.0,0.5537,0.9517,10.2256,0.0,-0.0404,-0.0873
66.2261,-0.3929,-0.2608,-1.6289,0.15,0.0,0.0575,0.1203,9.7839,0.0404,0.0128,-0.1245
66.276,-0.3932,-0.2659,-1.6302,0.15,0.0,0.8116,0.9146,9.724,0.0309,-0.0266,-0.0788
66.3261,-0.3937,-0.2731,-1.6343,0.15,0.0,-0.762,-0.3801,8.8986,-0.0394,-0.0149,-0.0074
66.3761,-0.394,-0.2783,-1.6359,0.15,0.0,-0.0766,0.4262,9.6139,0.0277,0.0341,-0.0798
66.4261,-0.3945,-0.2859,-1.6387,0.15,0.0,0.7392,0.1514,10.0341,0.0043,-0.0543,-0.049
66.4761,-0.3954,-0.298,-1.6424,0.15,0.0,-0.1963,0.4615,9.2895,0.016,0.0,-0.0692
66.5261,-0.3957,-0.3031,-1.6426,0.15,0.0,0.5201,0.1413,10.4507,-0.0521,-0.0926,0.0064
66.5761,-0.3963,-0.3106,-1.6448,0.15,0.0,-0.1107,0.9272,9.8946,0.0905,-0.0415,-0.0319
66.6261,-0.3967,-0.3157,-1.6448,0.15,0.0,0.4471,0.4699,9.3793,0.0117,-0.0702,-0.0138
66.6761,-0.3972,-0.3228,-1.646,0.15,0.0,-0.808,0.9146,9.0405,0.0426,-0.049,-0.0053
66.7261,-0.3982,-0.3362,-1.649,0.15,0.0,1.1073,0.3555,10.173,-0.0043,-0.0968,-0.0213
66.7761,-0.3982,-0.3362,-1.649,0.15,0.0,-0.1538,-0.0856,9.9072,-0.0926,-0.0894,0.0426
66.8261,-0.3992,-0.3485,-1.6509,0.15,0.0,0.1802,0.0479,11.995,0.0617,-0.0277,-0.0298
66.8761,-0.3996,-0.3535,-1.6512,0.15,0.0,-0.6189,0.0233,9.186,-0.1043,-0.0756,0.0479
66.9261,-0.4002,-0.3615,-1.6526,0.15,0.0,0.3029,0.8882,10.8816,0.1085,-0.0245,-0.0458
66.976,-0.4007,-0.3667,-1.6529,0.15,0.0,0.7793,0.6698,10.1712,-0.0234,-0.0628,0.0138
67.0261,-0.4013,-0.3738,-1.6529,0.15,0.0,-0.6464,0.6524,9.1117,0.0192,-0.0128,-0.0053
67.076,-0.4023,-0.387,-1.6493,0.15,0.0,-0.079,-0.085,10.0108,-0.1203,0.0266,0.0734
67.1264,-0.4027,-0.3921,-1.6493,0.15,0.0,-1.0702,-0.3418,8.9681,-0.0543,-0.0117,0.0404
67.1761,-0.4033,-0.3998,-1.6492,0.15,0.0,0.3723,0.325,12.7988,0.0532,0.0319,-0.0128
67.2261,-0.4037,-0.4048,-1.6493,0.0,0.0,0.1963,-0.1628,10.647,-0.0628,-0.0564,0.0245
67.2761,-0.4043,-0.4118,-1.6486,0.0,0.0,-0.0485,1.0463,10.3238,0.0958,-0.0202,-0.0341
67.3261,-0.4052,-0.4238,-1.6485,0.0,0.0,0.577,0.48,10.1215,-0.0149,-0.0181,0.017
67.3761,-0.4055,-0.4272,-1.6483,0.0,0.0,-3.0831,1.1696,11.1073,0.099,0.0628,-0.0074
67.4261,-0.4055,-0.428,-1.6486,0.0,0.0,-0.0622,0.2029,9.9934,-0.0138,0.0,0.0074
67.476,-0.4056,-0.4281,-1.6487,0.0,0.0,-0.2813,0.2101,9.8156,-0.0149,0.0106,0.0
67.5261,-0.4056,-0.4282,-1.6487,0.0,0.0,0.9379,0.255,9.7719,0.0,0.0053,-0.0117
67.5761,-0.4056,-0.4282,-1.6486,0.0,0.0,0.0347,0.4962,10.3735,0.0319,0.0309,0.0
67.6261,-0.4056,-0.4282,-1.6486,0.0,0.0,0.2292,0.4322,10.1125,0.0085,0.0,0.0
67.6761,-0.4056,-0.4282,-1.6488,0.0,0.0,-0.0066,0.5195,10.3711,0.0085,0.0053,0.0
68.0264,-0.4056,-0.4282,-1.6488,0.0,0.5,0.1377,0.3729,10.1209,0.0,0.0,0.0
68.0267,-0.4056,-0.4282,-1.6488,0.0,0.5,0.1377,0.3729,10.1209,0.0,0.0,0.0
68.0768,-0.4056,-0.4282,-1.6489,0.0,0.5,0.1508,0.3962,10.1406,0.0,0.0,0.0
68.1268,-0.4056,-0.4282,-1.6488,0.0,0.5,0.1377,0.3555,10.1113,0.0,0.0,0.0
68.1768,-0.4056,-0.4284,-1.6443,0.0,0.5,0.2981,0.3986,10.0832,-0.0043,-0.0106,0.2043
68.2268,-0.4056,-0.4285,-1.637,0.0,0.5,-0.0706,0.0551,10.094,0.0085,-0.0053,0.2735
68.2768,-0.4056,-0.4285,-1.6227,0.0,0.5,0.1203,0.5106,10.1867,0.0309,0.017,0.3661
68.3268,-0.4056,-0.4284,-1.5922,0.0,0.5,0.1443,0.4507,10.0096,-0.0213,0.0085,0.364
68.3768,-0.4056,-0.4284,-1.5803,0.0,0.5,0.0712,0.3741,10.2807,-0.0234,0.0,0.3778
68.4268,-0.4056,-0.4284,-1.5588,0.0,0.5,0.0724,0.4615,10.0808,0.0277,0.0096,0.3789
68.4768,-0.4056,-0.4284,-1.5461,0.0,0.5,0.07,0.3214,10.0048,0.0266,0.0309,0.3629
68.5269,-0.4056,-0.4283,-1.5275,0.0,0.5,0.2687,0.4507,10.1317,-0.0223,0.0053,0.3948
68.5769,-0.4056,-0.4283,-1.4941,0.0,0.5,-0.073,0.3819,9.9653,0.0,0.0085,0.4033
68.6269,-0.4056,-0.4283,-1.4818,0.0,0.5,0.0347,0.5417,10.0209,0.0181,0.0266,0.3852
68.6769,-0.4056,-0.4284,-1.4629,0.0,0.5,0.3041,0.4633,10.3519,-0.0138,0.0,0.3948
68.7269,-0.4056,-0.4282,-1.4484,0.0,0.5,0.4441,0.2735,10.2639,-0.0213,0.0,0.4225
68.7769,-0.4056,-0.4283,-1.4259,0.0,0.5,0.1933,0.2711,10.0317,0.0277,0.0064,0.4725
68.8269,-0.4056,-0.4282,-1.3823,0.0,0.5,0.1389,0.2658,10.1017,0.0234,0.016,0.5034
68.8769,-0.4056,-0.4282,-1.3823,0.0,0.5,0.0784,0.2927,10.1688,-0.0266,0.0117,0.4714
68.9269,-0.4056,-0.4283,-1.343,0.0,0.5,0.1143,-0.0964,10.0347,-0.0064,0.0,0.4523
68.9768,-0.4056,-0.4283,-1.3279,0.0,0.5,0.1149,0.3214,10.234,0.016,0.0064,0.4853
69.0269,-0.4056,-0.4283,-1.3009,0.0,0.5,0.1161,0.5752,10.2729,0.0074,0.0394,0.4906
69.0769,-0.4056,-0.4283,-1.2852,0.0,0.5,0.0162,0.4525,10.0377,-0.0192,0.0255,0.498
69.1269,-0.4056,-0.4283,-1.2592,0.0,0.5,0.1909,0.2269,10.164,0.0245,-0.0053,0.4672
69.1769,-0.4056,-0.4283,-1.2441,0.0,0.5,0.1484,0.4735,10.1065,0.0245,0.0,0.481
69.227,-0.4056,-0.4284,-1.2109,0.0,0.5,0.0395,0.3262,10.3112,-0.0117,0.0383,0.4608
69.2769,-0.4056,-0.4283,-1.1959,0.0,0.5,0.3041,0.5309,10.0592,-0.0341,0.0351,0.4619
69.3268,-0.4056,-0.4284,-1.1627,0.0,0.5,0.1371,0.4106,9.9587,0.0255,0.0,0.4874
69.3769,-0.4055,-0.4284,-1.1473,0.0,0.5,0.1281,0.4046,10.0748,0.0277,0.0053,0.4927
69.4269,-0.4055,-0.4284,-1.1207,0.0,0.5,0.4334,0.4525,9.9922,-0.0479,0.0309,0.4682
69.4768,-0.4055,-0.4284,-1.0773,0.0,0.5,0.0006,0.2981,9.9575,-0.0255,0.017,0.4821
69.5269,-0.4055,-0.4284,-1.0631,0.0,0.5,0.0754,0.3903,9.7743,0.0266,-0.0064,0.4842
69.5768,-0.4055,-0.4285,-1.0349,0.0,0.5,0.0545,0.7404,10.6482,0.0053,0.0074,0.4906
69.6269,-0.4055,-0.4284,-1.0181,0.0,0.5,0.3184,0.3861,10.1568,-0.0287,0.0202,0.4597
69.6769,-0.4055,-0.4285,-0.9904,0.0,0.5,0.0682,0.0395,9.8581,0.017,-0.016,0.4885
69.7269,-0.4055,-0.4285,-0.9512,0.0,0.5,0.0826,0.5357,10.161,0.0383,-0.0106,0.4853
69.7769,-0.4055,-0.4285,-0.9512,0.0,0.5,-0.1383,0.0186,10.0712,-0.0458,0.0277,0.497
69.8269,-0.4055,-0.4285,-0.9138,0.0,0.5,0.0844,0.3729,10.2723,0.0,0.0,0.4278
69.8769,-0.4054,-0.4286,-0.8992,0.0,0.5,-0.152,0.261,9.7534,0.0213,-0.0245,0.4555
69.9269,-0.4054,-0.4286,-0.8763,0.0,0.5,0.349,0.7213,10.3112,0.0287,0.0181,0.481
69.9768,-0.4054,-0.4286,-0.8597,0.0,0.5,-0.1389,0.4477,10.3651,-0.0138,0.0149,0.4906
70.0269,-0.4054,-0.4286,-0.8355,0.0,0.5,-0.0389,0.0263,10.2394,0.0,0.0064,0.4693
70.0768,-0.4054,-0.4286,-0.7954,0.0,0.5,-0.1006,0.1437,9.8803,0.0213,-0.0106,0.4831
70.1269,-0.4054,-0.4286,-0.779,0.0,0.5,0.3807,0.3071,10.1191,0.0106,0.0298,0.4768
70.1768,-0.4054,-0.4286,-0.7559,0.0,0.5,0.1299,0.3956,10.3064,-0.0298,0.0351,0.4842
70.2269,-0.4054,-0.4286,-0.7393,0.0,0.5,0.0832,0.3926,10.3274,0.0,0.0,0.4885
70.2769,-0.4054,-0.4286,-0.7137,0.0,0.5,0.0245,0.0078,10.155,0.0245,0.0138,0.5098
70.3271,-0.4054,-0.4286,-0.6725,0.0,0.5,0.3095,0.3382,10.2256,0.0,0.0213,0.4725
70.377,-0.4055,-0.4285,-0.6588,0.0,0.5,0.1419,0.3382,10.1622,-0.0277,0.0266,0.4682
70.427,-0.4054,-0.4286,-0.6329,0.0,0.5,0.1179,0.6644,9.9988,0.0383,-0.0096,0.4895
70.4769,-0.4054,-0.4286,-0.5922,0.0,0.5,-0.0359,0.2227,10.0856,0.0287,0.0,0.5108
70.5269,-0.4054,-0.4286,-0.5922,0.0,0.5,0.2514,0.4621,10.0419,-0.0287,0.0192,0.4661
70.5769,-0.4054,-0.4286,-0.5769,0.0,0.5,-0.0323,-0.1826,10.2657,-0.0096,0.017,0.5002
70.6269,-0.4054,-0.4286,-0.5407,0.0,0.5,-0.0389,0.6662,9.8587,0.0277,0.0106,0.4991
70.6768,-0.4054,-0.4286,-0.5238,0.0,0.5,0.0227,0.4579,10.1819,0.0106,0.0309,0.4991
70.7269,-0.4054,-0.4286,-0.4898,0.0,0.5,0.2616,0.1802,10.3759,-0.0234,0.0255,0.4778
70.7769,-0.4054,-0.4286,-0.4745,0.0,0.5,-0.0539,0.3286,9.9389,0.0,0.0,0.4725
70.8269,-0.4054,-0.4286,-0.4465,0.0,0.5,0.2783,0.4292,9.8635,0.0255,0.0287,0.5012
70.8769,-0.4055,-0.4286,-0.4036,0.0,0.5,0.1999,0.4878,10.0,0.0202,0.0319,0.4789
70.9268,-0.4055,-0.4286,-0.4036,0.0,0.5,0.0425,0.3053,10.2783,0.0,0.0,0.4587
70.9767,-0.4054,-0.4286,-0.3646,0.0,0.5,0.2753,-0.1047,10.0975,0.0298,0.0074,0.481
71.0267,-0.4054,-0.4286,-0.3493,0.0,0.5,0.1047,0.7009,10.0814,0.0234,0.0266,0.4757
71.0769,-0.4055,-0.4286,-0.3174,0.0,0.5,0.1293,0.1748,10.3597,-0.0223,0.0298,0.4917
71.1268,-0.4055,-0.4285,-0.3018,0.0,0.5,0.1281,0.3334,9.9683,0.0117,-0.0053,0.4714
71.1768,-0.4055,-0.4286,-0.266,0.0,0.5,0.3849,0.9218,9.915,0.0404,-0.0074,0.4778
71.2267,-0.4055,-0.4286,-0.2493,0.0,0.5,-0.3436,0.1245,10.4046,0.0149,0.0447,0.498
71.2768,-0.4055,-0.4285,-0.2217,0.0,0.5,0.2837,0.0353,9.833,0.0,0.0064,0.4395
71.3268,-0.4055,-0.4286,-0.2067,0.0,0.5,-0.3597,-0.1269,9.9443,0.0,0.0053,0.5172
71.3768,-0.4055,-0.4286,-0.1811,0.0,0.5,-0.0964,0.5375,10.2005,0.0181,0.0351,0.4789
71.4267,-0.4056,-0.4285,-0.1417,0.0,0.5,0.0617,-0.0305,10.1257,-0.0138,0.0234,0.4778
71.4768,-0.4057,-0.4285,-0.1253,0.0,0.5,0.3196,0.5638,10.0155,0.0053,0.0074,0.4682
71.5268,-0.4056,-0.4285,-0.0938,0.0,0.0,0.0766,0.425,10.2651,0.0245,0.0138,0.4704
71.5767,-0.4056,-0.4285,-0.0772,0.0,0.0,0.1018,0.4076,9.8527,0.0223,0.0372,0.4778
71.6268,-0.4057,-0.4285,-0.0438,0.0,0.0,0.0383,0.2664,10.495,0.0,0.0181,0.4789
71.6768,-0.4057,-0.4285,-0.0311,0.0,0.0,0.2406,0.5112,10.0868,0.0085,-0.0085,0.2384
71.7268,-0.4057,-0.4285,-0.0245,0.0,0.0,0.0844,0.3938,10.0856,0.016,0.0,0.0
71.7768,-0.4057,-0.4285,-0.024,0.0,0.0,0.0892,0.2598,10.2316,0.0043,0.0,0.0
71.8268,-0.4057,-0.4285,-0.0241,0.0,0.0,0.1383,0.3244,10.176,0.0053,0.0,0.0
71.8768,-0.4057,-0.4285,-0.0241,0.0,0.0,0.0593,0.2843,10.1484,0.0043,0.0,0.0
71.9269,-0.4057,-0.4285,-0.0241,0.0,0.0,0.1107,0.2981,10.1466,0.0,0.0,0.0
71.9768,-0.4057,-0.4285,-0.024,0.0,0.0,0.1305,0.3023,10.1484,0.0043,0.0,0.0
72.3273,-0.4057,-0.4285,-0.0241,0.0,1.25,0.1329,0.3178,10.091,0.0,0.0,0.0
72.3275,-0.4057,-0.4285,-0.0241,0.0,1.25,0.1329,0.3178,10.091,0.0,0.0,0.0
72.3778,-0.4057,-0.4285,-0.0241,0.0,1.25,0.1377,0.3148,10.1227,0.0,0.0,0.0
72.4279,-0.4057,-0.4285,-0.0239,0.0,1.25,0.8781,1.2665,10.3106,0.0511,-0.0234,0.183
72.4777,-0.4057,-0.4285,0.0129,0.0,1.25,-0.4369,0.1012,9.7276,0.0,0.0181,0.4629
72.5277,-0.4057,-0.4285,0.0129,0.0,1.25,-0.89,-0.2646,9.1955,-0.0064,0.0351,1.1291
72.5777,-0.4058,-0.4285,0.1111,0.0,1.25,0.1012,-0.009,10.9397,0.0458,-0.0287,1.193
72.6278,-0.4058,-0.4285,0.1523,0.0,1.25,0.5004,0.1071,9.7683,0.0234,0.0223,1.2025
72.6777,-0.4058,-0.4285,0.2197,0.0,1.25,0.2161,0.2352,9.9006,0.016,0.067,1.1908
72.7277,-0.4058,-0.4285,0.2574,0.0,1.25,0.3591,0.3406,9.8569,-0.0777,0.0341,1.2228
72.7778,-0.4057,-0.4285,0.3187,0.0,1.25,0.0533,0.6153,10.0143,-0.1117,0.0138,1.194
72.8276,-0.4056,-0.4285,0.4257,0.0,1.25,0.1425,0.3112,11.0157,-0.0521,0.0181,1.1983
72.8776,-0.4056,-0.4285,0.4642,0.0,1.25,0.2783,0.0605,11.412,-0.0202,0.0064,1.2132
72.9276,-0.4055,-0.4284,0.5248,0.0,1.25,0.1209,0.2113,10.0999,-0.0564,0.0362,1.2089
72.9776,-0.4055,-0.4284,0.5635,0.0,1.25,-0.1933,-0.0539,8.7466,0.0234,0.0234,1.2068
73.0276,-0.4055,-0.4284,0.6227,0.0,1.25,0.0652,0.2574,9.3793,0.0287,-0.0117,1.2132
73.0776,-0.4054,-0.4284,0.7312,0.0,1.25,1.0151,0.3346,11.0451,0.0628,0.0362,1.1717
73.1276,-0.4054,-0.4284,0.7312,0.0,1.25,0.5112,0.2508,11.1079,0.1096,0.0404,1.177
73.1777,-0.4054,-0.4283,0.8289,0.0,1.25,0.6147,0.3394,8.6185,-0.0756,0.0277,1.2057
73.2276,-0.4055,-0.4284,0.8704,0.0,1.25,-0.3011,1.1139,9.5529,-0.0607,0.0511,1.2302
73.2777,-0.4055,-0.4284,0.9333,0.0,1.25,0.1646,0.7302,11.1366,0.0873,0.0266,1.2174
73.3277,-0.4055,-0.4284,0.9691,0.0,0.0,-0.0778,-0.0389,11.564,-0.0447,0.0404,1.2238
73.3776,-0.4055,-0.4284,1.0365,0.0,0.0,-0.0293,-0.1987,10.7374,-0.0277,0.0085,1.2121
73.4276,-0.4055,-0.4284,1.1429,0.0,0.0,-0.5549,-0.0204,10.0221,-0.0298,0.0415,1.1983
73.4776,-0.4055,-0.4284,1.1764,0.0,0.0,-0.4794,0.3873,9.0375,0.0511,-0.017,0.795
73.5276,-0.4055,-0.4285,1.1974,0.0,0.0,0.4405,-0.1371,9.739,-0.0277,0.0053,0.165
73.5776,-0.4055,-0.4284,1.1991,0.0,0.0,-0.346,0.2598,10.3418,0.0053,0.0117,0.0138
73.6276,-0.4055,-0.4284,1.2003,0.0,0.0,0.1556,0.4082,10.2119,0.0,0.0,0.0
73.6776,-0.4055,-0.4284,1.2005,0.0,0.0,0.0581,0.258,10.1107,-0.0064,0.0117,0.0
73.7276,-0.4055,-0.4284,1.2005,0.0,0.0,0.0808,0.4082,10.1514,0.0085,0.0,0.0
73.7776,-0.4055,-0.4284,1.2004,0.0,0.0,0.1311,0.2825,10.1131,0.0,0.0,0.0
74.128,-0.4055,-0.4284,1.2003,0.15,0.0,0.1107,0.2999,10.1251,0.0,0.0,0.0
74.1282,-0.4055,-0.4284,1.2003,0.15,0.0,0.1107,0.2999,10.1251,0.0,0.0,0.0
74.1783,-0.4055,-0.4284,1.2004,0.15,0.0,0.0958,0.3112,10.1299,0.0,0.0,0.0
74.2283,-0.4055,-0.4285,1.2004,0.15,0.0,2.0075,1.3557,9.3811,0.0181,-0.0149,0.0117
74.2783,-0.4028,-0.4214,1.2082,0.15,0.0,1.8124,1.0307,9.7378,0.0245,0.0064,0.0543
74.3283,-0.4028,-0.4214,1.2082,0.15,0.0,0.6117,0.3346,9.2261,0.0245,0.0,0.2086
74.3784,-0.3984,-0.4095,1.2233,0.15,0.0,-0.6752,0.6943,9.1046,-0.0138,-0.017,0.0649
74.4284,-0.3967,-0.4048,1.2237,0.15,0.0,0.1586,-0.0844,9.7827,0.0106,-0.0192,0.0117
74.4784,-0.3941,-0.3977,1.2237,0.15,0.0,0.8051,0.4052,10.4214,0.0,-0.0468,-0.017
74.5284,-0.3899,-0.386,1.2228,0.15,0.0,0.7506,0.6877,10.4064,0.0458,-0.049,-0.0255
